"Product ID","Original URL","Source URL","Name","Description","Image URL","Category","Price visible","Rating","Reviews","Orders","Status","Status reason","Captured at"
"1005006012781837","https://www.aliexpress.com/item/1005006012781837.html","https://es.aliexpress.com/item/1005006012781837.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&aem_p4p_detail=202607190552123969151445245140012280534&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-23&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%21420.00%2164.26%21%21%21420.00%2164.26%21%400b0fe78617844655324982398e113c%2112000035350278958%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895%3BpisId%3A5000000211601051&curPageLogUid=iTNJRgHmu6Zj&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006012781837%7C_p_origin_prod%3A&search_p4p_id=202607190552123969151445245140012280534_6","(Código de cupón:HOT888)Robot Limpiador de Ventanas ABIR WD8, Doble Rociado de Agua, Memoria Inteligente, Alta Succión al Vacío, Sensor Láser, Robot de Limpieza de Cristales de…","(Código de cupón:HOT888)Robot Limpiador de Ventanas ABIR WD8, Doble Rociado de Agua, Memoria Inteligente, Alta Succión al Vacío, Sensor Láser, Robot de Limpieza de Cristales de…. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/S3b2c9fce33324cac96e39db741b62490d.jpg_480x480q75.jpg_.avif","HOGAR","$64.26","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.155Z"
"1005006036563565","https://www.aliexpress.com/item/1005006036563565.html","https://es.aliexpress.com/item/1005006036563565.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&aem_p4p_detail=202607190552123969151445245140012280534&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-31&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%21420.00%2183.16%21%21%21420.00%2183.16%21%400b0fe78617844655324982398e113c%2112000035426650242%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bbm%3A1%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895&curPageLogUid=qmtlOVyipvnA&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006036563565%7C_p_origin_prod%3A&search_p4p_id=202607190552123969151445245140012280534_8","(Código:HOT888)Robot Limpiador de Ventanas ABIR WD8, Doble Rociado de Agua, Memoria Inteligente, Alta Succión al Vacío, Sensor Láser, Robot de Limpieza de Cristales de Pared en el…","(Código:HOT888)Robot Limpiador de Ventanas ABIR WD8, Doble Rociado de Agua, Memoria Inteligente, Alta Succión al Vacío, Sensor Láser, Robot de Limpieza de Cristales de Pared en el…. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/Sf50bc0f0b93f45c2bb61a2b516badf99w.jpg_480x480q75.jpg_.avif","HOGAR","$83.16","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.158Z"
"1005008172728192","https://www.aliexpress.com/item/1005008172728192.html","https://es.aliexpress.com/item/1005008172728192.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-25&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2169.41%2134.70%21%21%2169.41%2134.70%21%400b0fe78617844655324982398e113c%2112000044097337383%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895&curPageLogUid=wHFx7TT7sJ7D&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005008172728192%7C_p_origin_prod%3A","Alfombra de Gran Tamaño para Sala de Estar, Estilo Nórdico, Sólida, Resistente a la Suciedad, para Sofá, Mesa de Centro, Alfombra de Lujo para Dormitorio","Alfombra de Gran Tamaño para Sala de Estar, Estilo Nórdico, Sólida, Resistente a la Suciedad, para Sofá, Mesa de Centro, Alfombra de Lujo para Dormitorio. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/S3e8e6504624342f2a72811b13ce154ecY.jpg_480x480q75.jpg_.avif","HOGAR","$34.74","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.156Z"
"1005010151336476","https://www.aliexpress.com/item/1005010151336476.html","https://es.aliexpress.com/item/1005010151336476.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-29&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2133.45%2116.73%21%21%21225.59%21112.82%21%400b0fe78617844655324982398e113c%2112000051331054838%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895%3BpisId%3A5000000210887489&curPageLogUid=cu9aDBBA3DDI&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005010151336476%7C_p_origin_prod%3A","Alfombra para motocicleta HONDA, alfombrilla para garaje, carreras, Cool, pantalla de Moto, alfombrilla de exhibición para motocicleta, decoración del hogar antideslizante,…","Alfombra para motocicleta HONDA, alfombrilla para garaje, carreras, Cool, pantalla de Moto, alfombrilla de exhibición para motocicleta, decoración del hogar antideslizante,…. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/Sb46a482bd57643a98c967955a40dfe9eS.jpg_480x480q75.jpg_.avif","HOGAR","$16.73","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.157Z"
"4001297281637","https://www.aliexpress.com/item/4001297281637.html","https://es.aliexpress.com/item/4001297281637.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-5&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%212.62%211.58%21%21%212.62%211.58%21%400b0fe78617844655324982398e113c%2112000020629292548%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895%3BpisId%3A5000000210887489&curPageLogUid=2YcED7W85D87&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A4001297281637%7C_p_origin_prod%3A","BSEED enchufe de pared individual estándar de la UE enchufes de doble potencia con Panel de cristal blanco negro tomas triples 16A 110V-250V","BSEED enchufe de pared individual estándar de la UE enchufes de doble potencia con Panel de cristal blanco negro tomas triples 16A 110V-250V. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/H95d4b93e5936401d9632e5a01b09a75dO.jpg_480x480q75.jpg_.avif","HOGAR","$1.58","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.150Z"
"1005005737742955","https://www.aliexpress.com/item/1005005737742955.html","https://es.aliexpress.com/item/1005005737742955.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-17&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2114.98%218.69%21%21%2114.98%218.69%21%400b0fe78617844655324982398e113c%2112000047055720007%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895&curPageLogUid=zagATYJCmWuD&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005005737742955%7C_p_origin_prod%3A","BSEED EU Stantzo Wifi enchufes eléctricos Monitor de potencia tomas Tuya Smart Life Alexa aplicación Control función de sincronización piezas DIY","BSEED EU Stantzo Wifi enchufes eléctricos Monitor de potencia tomas Tuya Smart Life Alexa aplicación Control función de sincronización piezas DIY. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/H01164605c0d54d0e8c93f5376f4d2f1eo.jpg_480x480q75.jpg_.avif","HOGAR","$8.69","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.154Z"
"1005005956163255","https://www.aliexpress.com/item/1005005956163255.html","https://es.aliexpress.com/item/1005005956163255.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-30&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2122.65%2111.00%21%21%2122.65%2111.00%21%400b0fe78617844655324982398e113c%2112000035017741394%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895%3BpisId%3A5000000210887489&curPageLogUid=TzcOUP729svZ&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005005956163255%7C_p_origin_prod%3A","Bseed Zigbee Monitor de energía enchufe de pared PC marco de plástico doble enchufes inteligentes enchufes triples Tuya Google Home Control de vida inteligente","Bseed Zigbee Monitor de energía enchufe de pared PC marco de plástico doble enchufes inteligentes enchufes triples Tuya Google Home Control de vida inteligente. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/S414ac41b68394a74be9500a10f943275G.jpg_480x480q75.jpg_.avif","HOGAR","$11","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.157Z"
"1005003727030683","https://www.aliexpress.com/item/1005003727030683.html","https://es.aliexpress.com/item/1005003727030683.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-13&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2126.14%2115.16%21%21%2126.14%2115.16%21%400b0fe78617844655324982398e113c%2112000033754227987%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bbm%3A1%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895&curPageLogUid=bNxrx82EOQNU&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005003727030683%7C_p_origin_prod%3A","Bseed-enchufe de pared con Monitor de energía Zigbee, marco de cristal, doble salida inteligente, Google Home, Alexa, Control por voz","Bseed-enchufe de pared con Monitor de energía Zigbee, marco de cristal, doble salida inteligente, Google Home, Alexa, Control por voz. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/Hfe06c9fc791a4c9685f2eda87993016fs.jpg_480x480q75.jpg_.avif","HOGAR","$15.16","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.152Z"
"1005001620967213","https://www.aliexpress.com/item/1005001620967213.html","https://es.aliexpress.com/item/1005001620967213.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-20&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2111.52%2110.37%21%21%2111.52%2110.37%21%400b0fe78617844655324982398e113c%2112000020631680923%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895%3BpisId%3A5000000210887489&curPageLogUid=YgbUpEVusinu&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005001620967213%7C_p_origin_prod%3A","BSEED-Enchufes eléctricos de pared estándar de la UE, toma de corriente de pared tipo C, puerto de carga USB, Panel de vidrio, protección para niños, 16A","BSEED-Enchufes eléctricos de pared estándar de la UE, toma de corriente de pared tipo C, puerto de carga USB, Panel de vidrio, protección para niños, 16A. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/S818312a81b00462396039e30ad4a0e32E.jpg_480x480q75.jpg_.avif","HOGAR","$10.37","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.154Z"
"1005011624777735","https://www.aliexpress.com/item/1005011624777735.html","https://es.aliexpress.com/item/1005011624777735.html?algo_pvid=67c14f45-5206-46cc-8892-ea9404347327&aem_p4p_detail=202607190552123969151445245140012280534&algo_exp_id=67c14f45-5206-46cc-8892-ea9404347327-27&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%2112927.88%213878.37%21%21%2187173.82%2126152.15%21%400b0fe78617844655324982398e113c%2112000056088420785%21sea%21MX%218277798511%21ABX%211%210%21n_tag%3A-29910%3Bd%3A2c2cb604%3Bm03_new_user%3A-29895&curPageLogUid=0cBZeRxv9kep&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005011624777735%7C_p_origin_prod%3A&search_p4p_id=202607190552123969151445245140012280534_7","Casa Contenedor Expandible China 20/40 pies, Modelo de Lujo, Casa Prefabricada Modular, Apartamento Móvil","Casa Contenedor Expandible China 20/40 pies, Modelo de Lujo, Casa Prefabricada Modular, Apartamento Móvil. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.","https://ae-pic-a1.aliexpress-media.com/kf/Se114f97e261143ad86f283b54c24a6565.jpg_480x480q75.jpg_.avif","HOGAR","$3,87","","","","VALIDO_PORTALS","URL válida; no visibles: valoración, ventas","2026-07-19T12:54:57.156Z"
